#
# unknown PARAMETER 
#
#
# M e s s w e r t t a b e l l e  der Reihen:
#
# 60_lN_BIN=168 [459,459] Werte
# 52_lN_BIN=168 [459,459] Werte
# 88_lN_BIN=168 [459,459] Werte
# 109_lN_BIN=168 [459,459] Werte
# 122_lN_BIN=168 [459,459] Werte
# 166_lN_BIN=168 [459,459] Werte
# 222_lN_BIN=168 [459,459] Werte
#
#
X	Y	X	Y	Y	Y	Y	Y	Y	
0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	
1,0000	0,0000	1,0000	0,0000	1,0000	0,0000	1,0000	0,0000	1,0000	0,0000	1,0000	0,0000	1,0000	0,0000	
2,0000	0,0000	2,0000	0,0000	2,0000	0,0000	2,0000	0,0000	2,0000	0,0000	2,0000	0,0000	2,0000	0,0000	
3,0000	0,0000	3,0000	0,0000	3,0000	0,0000	3,0000	0,0000	3,0000	0,0000	3,0000	0,0000	3,0000	0,0000	
4,0000	0,0000	4,0000	0,0000	4,0000	0,0000	4,0000	0,0000	4,0000	0,0000	4,0000	0,0000	4,0000	0,0000	
5,0000	0,0000	5,0000	0,0000	5,0000	0,0000	5,0000	0,0000	5,0000	0,0000	5,0000	0,0000	5,0000	0,0000	
6,0000	0,0000	6,0000	0,0000	6,0000	0,0000	6,0000	0,0000	6,0000	0,0000	6,0000	0,0000	6,0000	0,0000	
7,0000	0,0000	7,0000	0,0000	7,0000	0,0000	7,0000	0,0000	7,0000	0,0000	7,0000	0,0000	7,0000	0,0000	
8,0000	0,0000	8,0000	0,0000	8,0000	0,0000	8,0000	0,0000	8,0000	0,0000	8,0000	0,0000	8,0000	0,0000	
9,0000	0,0000	9,0000	0,0000	9,0000	0,0000	9,0000	0,0000	9,0000	0,0000	9,0000	0,0000	9,0000	0,0000	
10,0000	0,0000	10,0000	0,0000	10,0000	0,0000	10,0000	0,0000	10,0000	0,0000	10,0000	0,0000	10,0000	0,0000	
11,0000	0,0000	11,0000	0,0000	11,0000	0,0000	11,0000	0,0000	11,0000	0,0000	11,0000	0,0000	11,0000	0,0000	
12,0000	0,0000	12,0000	0,0000	12,0000	0,0000	12,0000	0,0000	12,0000	0,0000	12,0000	0,0000	12,0000	0,0000	
